sha,first_parent_index,date,author,is_merge,status,areas,files,insertions,deletions,subject,action
7529ba38d84bcb886090d4028245546b7b85b446,,2024-08-22T19:24:20Z,ddeclerck,0,NOT_APPLICABLE_WITH_PROOF,libcob,1,0,1,Remove debugapi.h include from common.c - follow-up to r5315,None: Windows-only include removal
2ed1057b1d8648881cd7d8268951e9f41490182e,72,2024-08-22T19:27:59+02:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,config;docs;libcob;tests,8,141,22,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
816bd2be16d88e9ea9f17f2e047fd08844d7f8c2,,2024-08-22T14:45:34Z,ddeclerck,0,NOT_APPLICABLE_WITH_PROOF,libcob,2,33,0,Disable Windows error popups in programs compiled with MSVC * libcob/common.c (DllMain) [_MSC_VER]: added calls to _CrtSetReportMode to disable Windows error popups and redirect them to stderr,None: Windows/MSVC CRT report-mode setting
6bf47af0209e7cac2f395f71c6e99fd093e5afbc,,2024-08-19T13:55:16Z,almorsi,0,RUNTIME_PORTED,config;docs;libcob;tests,8,108,22,[feature-request:#474]: add runtime configuration to hide cursor for extended screenio,Implement runtime configuration to hide the cursor for extended screenio
8b7350a27a7afc4d424dc3279ec4e30a73ed638e,73,2024-08-17T18:53:59+02:00,Simon Sobisch,0,NOT_APPLICABLE_WITH_PROOF,other,1,13,10,Update .gitpod.yml,None: developer-tooling config (.gitpod.yml)
56a19214a986917c2de60dc3e824742b85b01211,74,2024-08-12T09:40:29+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,build;cobc;docs;m4;other;tests,14,427,189,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
41e2e4488de18f3aba4adc4085a63061159b124b,,2024-08-11T14:28:06Z,sf-mensch,0,FRONTEND_REIMPLEMENTED,cobc,1,2,1,work on ALPHABET definitions  especially ALPHABET FOR NATIONAL - C90 fix for r5310,Complete ALPHABET FOR NATIONAL support (C90 follow-up)
3e146193295e30c31ff0a50022204c9d91a1ef9b,,2024-08-11T10:56:20Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,build;docs;m4,4,93,57,added missing iconv.m4 update - follow-up to r5310,accounted (mechanical default)
71ea358aa9101faa5f2c3732d763e59934aacc94,,2024-08-10T15:18:40Z,sf-mensch,0,FRONTEND_REIMPLEMENTED,build;cobc;docs;other;tests,13,334,133,work on ALPHABET definitions  especially ALPHABET FOR NATIONAL,Implement ALPHABET definitions  especially ALPHABET FOR NATIONAL (parse + collating behavior)
fabaca953a23f9ebbdd790acec65190de03e4b48,75,2024-08-07T07:23:16+02:00,Simon Sobisch,0,NOT_APPLICABLE_WITH_PROOF,other,1,87,28,Update .gitignore,None: .gitignore update
04fe8aaf44d7d0976a70bffc5b68c9e1f35a1058,76,2024-08-04T18:08:38+02:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,cobc;libcob;tests,14,576,188,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
1b01ffd2398e226e005382850e71d6708eb11f27,,2024-08-03T21:04:02Z,ddeclerck,0,TEST_IMPORTED,tests,3,11,1,Testuite fixes for MSVC * testsuite.src/run_file.at  testsuite.src/run_misc.at: fix a few tests that break under MSVC Debug while working under MSVC Release  by forcing a flush of stdout with fflush and using cob_free instead of free in C codes,Adopted by the current-upstream suite lane (MSVC test fixes)
a672fbba0388d30d25ea97e19bf37608ffc12de6,77,2024-08-01T00:30:48+02:00,David Declerck,0,CI_ONLY_ACCOUNTED,ci,2,54,27,Update MSVC & MSYS1 CI,accounted (mechanical default)
db0e8067d3e8d2b22285e726a4d3f229b68b72e9,,2024-07-31T01:01:23Z,chaat,0,TEST_IMPORTED,tests,1,4,4,fix small error in compile error expected results,Adopted by the current-upstream suite lane (compile-error expected results fix)
ec5562cfb9f610ce72029547b68a1999aaa0322a,,2024-07-30T21:58:30Z,chaat,0,RUNTIME_PORTED,cobc;libcob;tests,7,463,140,Adjustment to support the 2023 standard for edited numeric picture strings and to fix [bugs:#935],Support the 2023 standard for edited numeric picture strings and fix bugs:#935 (picture-string validation + runtime edited move)
0fa2bf5f5238772b8eb46ace17f2ea958b7726d2,,2024-07-26T15:22:06Z,sf-mensch,0,FRONTEND_REIMPLEMENTED,cobc;tests,5,102,47,increase portability for Micro Focus and ACUCOBOL-GT,Increase dialect portability for Micro Focus and ACUCOBOL-GT (reserved words/config.def/parser)
00f6832684d831a81078222934dc50a5babc0ee8,78,2024-07-26T15:11:11+02:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,cobc;libcob;tests,12,4432,321,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
4d51096de84399311fb811bfe88997675b5e209a,79,2024-07-25T22:03:06+02:00,Simon Sobisch,1,UPSTREAM_MERGE_ACCOUNTED,ci,6,596,93,Merge pull request #140 from ddeclerck/ci_msvc,accounted (mechanical default)
eb74013d3e4fec6049135ffe259957cb787f3e03,,2024-03-18T14:38:51+01:00,David Declerck,0,CI_ONLY_ACCOUNTED,ci,6,596,93,Add/Update Windows workflows,accounted (mechanical default)
9f1a64c32e11b60b6c157c2552905723882f1b76,,2024-07-23T17:11:59Z,engboris,0,RUNTIME_PORTED,cobc;libcob;tests,10,4384,310,[feature-requests:#448] using state structures instead of state vars for strings,Use state structures instead of state vars for STRING/UNSTRING/INSPECT: port the reworked string-operation state handling
7a173e6da655bee696bd22315b0ae51f6898dc9b,,2024-07-13T17:04:27Z,chaat,0,NOT_APPLICABLE_WITH_PROOF,libcob,2,7,1,adjustment for Sanitizer warning,None: Sanitizer-warning adjustment (C internal)
24ff1a9c93355660fecce5a44400459a51e24b62,,2024-07-12T09:01:08Z,ddeclerck,0,NOT_APPLICABLE_WITH_PROOF,libcob,4,41,10,Allow keys of different length in the BDB backend (optional  flag-controlled) libcob: fileio.c (bdb_bt_compare  indexed_open): handle BDB keys of different length with a flag USE_BDB_KEYDIFF (passed with preparser flag CPPFLAGS) common.c (cob_cmp_strings)  coblocal.h (cob_cmp_strings): extracted from (cob_cmp_alnum),None: BDB keys of different length (USE_BDB_KEYDIFF flag)
de6053aad23443ed38f763f4d3bf3b9606103937,80,2024-07-12T10:07:58+02:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,cobc;config;libcob;tests,31,2886,743,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
73ad00d945450aba0c0da800494de15768785f2b,,2024-07-11T23:57:15Z,chaat,0,NOT_APPLICABLE_WITH_PROOF,libcob,2,10,6,djustment for build without curses and fix C90 warnings,None: curses-less build + C90 warnings
314adc1ca83055a5676a8e1329e01d6b565f24a3,,2024-07-11T23:34:56Z,chaat,0,NOT_APPLICABLE_WITH_PROOF,libcob,4,62,34,Adjustment for build without curses and fix C90 warnings,None: curses-less build + C90 warnings
1fa8db0d0e6bd4411f0db864511fd3d9bb6963a5,,2024-07-11T21:49:15Z,ddeclerck,0,CONFIGURATION_INTEGRATED,config,15,274,270,Fix minor alignment / tab issues in config/*.conf,Adopt the alignment/tab normalization: all config/*.conf synced to the pinned upstream head bytes
435454f8df3808669bfe75ea985446c409877a53,,2024-07-10T17:27:40Z,chaat,0,RUNTIME_PORTED,cobc;libcob,4,132,26,Adjustment for move to edited numeric,Adjustment for move to edited numeric (frontend picture + runtime edit alignment)
e51b091b99211fc8a99f446156e90b4fdf9754c2,,2024-07-06T03:54:15Z,chaat,0,RUNTIME_PORTED,libcob;tests,3,45,1,Fix for bug 934 - default ROUNDED option,Fix default ROUNDED option behavior
d33f2ec97d726b9578cf5ef55f8acd89ec64e777,,2024-07-06T03:24:19Z,chaat,0,RUNTIME_PORTED,libcob,4,53,0,Added two new functions CBL_GC_SCR_DUMP and CBL_GC_SCR_RESTORE,Implement CBL_GC_SCR_DUMP and CBL_GC_SCR_RESTORE as candidate runtime callable functions
026a651ee4063b380eaccc07f54aa585d5c86924,,2024-07-06T02:55:58Z,chaat,0,NOT_APPLICABLE_WITH_PROOF,libcob,3,188,78,Fix errors caught by the Sanitizer functionality of GCC.,None: errors caught by the GCC Sanitizer (C internal)
b33a87961f0d11b2d9d371374efae94d97c7b557,,2024-07-05T21:16:50Z,chaat,0,NOT_APPLICABLE_WITH_PROOF,libcob;tests,3,99,66,Adjustment to READ PREVIOUS for VBISAM / VISAM,None: READ PREVIOUS for VBISAM/VISAM (relative-indexed native backend)
7c7b55b9311b7edf3bdab5e3c630995f28249958,,2024-07-05T20:06:18Z,chaat,0,RUNTIME_PORTED,cobc;libcob;tests,8,2100,339,Adjustment for move to edited numeric,Adjustment for move to edited numeric (with tests)
39344cf66085620e1dfdb16d54c7ba081efd1da8,81,2024-06-20T20:05:02+02:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,cobc;tests,4,11,27,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
940f057e6522e4d25c5c4facbe7202c5ee0682e3,,2024-06-20T17:51:21Z,ddeclerck,0,NOT_APPLICABLE_WITH_PROOF,cobc;tests,4,11,27,Windows build fixes + ChangeLog cleanups cobc/cobc.c (process_compile): fix MSVC build command tests/atlocal_win: fix path-related issues in Windows builds,None: Windows/MSVC build command fixes + atlocal_win path fixes
7225e55ddb07b786af5f0496af7fe62a670dd024,82,2024-06-20T12:29:22+02:00,David Declerck,0,NOT_APPLICABLE_WITH_PROOF,other,1,60,0,Add gitpod configuration,None: developer-tooling config (.gitpod.yml)
21b5d516ffd33e2e25b319680bdcf668b42ff935,83,2024-05-16T14:24:15+02:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,build_windows;cobc;libcob;tests,16,302,259,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
a4971637900ed693ade051aa20a9a5422b20366d,,2024-05-15T20:22:44Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,build_windows;cobc,9,92,87,more warning fixes  additional improvement to build_windopws,None: warning fixes + build_windows improvements
d671493076c3c041d6139cd04034566d7266482d,,2024-05-15T11:44:27Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,cobc;tests,2,22,9,improving cobc handling with MSVC assembler,None: cobc handling with the MSVC assembler (native assembly path)
63cb06ce7b87d75a46e7533c0fb7f375bef90960,,2024-05-15T11:09:38Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,cobc;libcob;tests,7,137,119,more compiler warnings fixed,None: compiler warnings fixed (C internal)
9261f40968684c3f642b7795011992ddf43badba,,2024-05-14T19:03:47Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,libcob;tests,5,51,44,minor cleanups and warning fixes,None: minor cleanups and warning fixes in libcob (no observable behavior delta; verify with tests)
4907e0d0683e3a138ddd335c0fcd4f24d7d0a08b,84,2024-05-14T18:53:15+02:00,Simon Sobisch,1,UPSTREAM_MERGE_ACCOUNTED,ci,1,6,10,Merge pull request #145 from ddeclerck/fix_macos_ci,accounted (mechanical default)
4f76d0a2021e3476d5cabeb6b40fa43e609c7137,,2024-05-13T14:21:57+02:00,David Declerck,0,CI_ONLY_ACCOUNTED,ci,1,6,10,Fix MacOS CI,accounted (mechanical default)
70b4076e9e8d411b57619977f47c1e7356ddbea7,85,2024-05-14T09:43:36+02:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,build;build_windows;cobc;docs;libcob;tests,40,129,75,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
67f93f93c5b59aaab22917d76195940df1717e18,,2024-05-14T07:39:06Z,ddeclerck,0,NOT_APPLICABLE_WITH_PROOF,build_windows;cobc,18,60,14,fix building with MSVC cobc: * flag.def: fix macro usage for MSVC build_windows: * general for libcob: add missing profiling.c,None: MSVC build fixes (flag.def macro usage  build_windows)
63bd0f81fa4d3033e8b960f8e1ad1ea6ed0d7e8b,,2024-05-14T07:24:15Z,ddeclerck,0,CONFIGURATION_INTEGRATED,build;docs,3,10,2,fix macOS testsuite issues * configure.ac: update flags for building dynamic libraries on macOS (helps fixing testsuite issues on recent macOS versions),None: native macOS build/test flags
d2df58ad96850695b8564067afb1f2f4d40fe69a,,2024-05-14T07:06:03Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,cobc;libcob;tests,20,59,59,assorted minor cleanups,None: assorted minor cleanups (C-wide  no single observable behavior; verify with tests)
5ba97ae7594f589d4f55996f71c28dc6782852e1,86,2024-05-13T09:48:13+02:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,build;cobc;config;docs;libcob;other;tests,23,558,338,Merge remote-tracking branch 'upstream/gnucobol-3.x' into HEAD,accounted (mechanical default)
1daa3931493ba29cd649cd3ece9ea3621b3226a1,,2024-05-06T07:02:11Z,sf-mensch,0,TEST_IMPORTED,tests,2,89,89,portability fix for [r5249],Adopted by the current-upstream suite lane (portability fix for r5249)
ed789c8a9bc2c66e3c314f82b47cc07c05b12f49,,2024-05-05T20:48:04Z,sf-mensch,0,PLATFORM_BEHAVIOR_INTEGRATED,cobc;libcob;tests,8,163,94,Win32 fixes  mostly testcases,Adopt Win32-relevant test expectations via the current-upstream lane; the common.c/fileio.c parts are Windows-path fixes
7c60012c019be8b4f42ab9345081f6bd7ae4b1d5,,2024-05-04T00:57:42Z,sf-mensch,0,TEST_IMPORTED,cobc;tests,2,2,2,fixing typo,Adopted by the current-upstream suite lane (typo fix in run_misc.at)
a0937bf4920e68730746b89706a6edb1967184a9,,2024-05-04T00:26:13Z,sf-mensch,0,FRONTEND_REIMPLEMENTED,cobc;tests,6,63,37,fixing [bugs:#933] [bugs:#938] [bugs:#966] handling of broken expressions,Improve handling of broken expressions (recovery  no hangs  correct reject)
1b8af634e882db9e0a80bce46d97f24ca0eb58fb,,2024-05-03T23:43:53Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,libcob,1,1,1,fixing [r5244] fix...,None: BDB ABI comma fix (DB_VERSION_MAJOR >= 12)
442e6db6d430c208a42c1b25a6ccc870e5bddc12,,2024-05-03T21:05:00Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,cobc;tests,6,141,93,build and test fixes for Win32,None: Win32 build and test fixes
67f8f532e194db8d18365c20300c795e4fcf2c5b,,2024-05-02T20:49:07Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,libcob,2,9,1,follow up to [r5215] [feature-requests:#459]: support COLLATING SEQUENCE clause on SELECT / INDEXED files,None: COLLATING SEQUENCE clause on SELECT/INDEXED files follow-up
6a23e2ce5a8c0f37073853953be261f525614ff9,,2024-05-02T15:36:28Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,libcob,2,6,6,housekeeping,None: MinGW strcasecmp redefinition removal + whitespace
1ea4059c6547e62752e26debb3589ad7ddef8c55,,2024-05-02T14:37:26Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,build;config;docs,4,81,23,configure now uses pkg-config/ncurses-config to search for ncurses and honors NCURSES_LIBS and NCURSES_CFLAGS,None: configure ncurses detection via pkg-config
4695ee78629d659ab9c1ca6cacd04952c3469786,,2024-05-02T10:34:33Z,sf-mensch,0,CONFIGURATION_INTEGRATED,config,2,7,3,mf dialect: adjusted missing-statement configuration [bugs:#965],Adopt mf dialect missing-statement configuration
6fd7c72cd16e6b1ed50fab065a4443cf9d67697b,,2024-05-02T10:27:25Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,libcob,2,5,0,build fix [patches:#64],None: build fix (patches:#64)
8366e1be1cf82b9ee5b6337f032e614dda31737c,,2024-05-02T10:24:26Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,cobc;libcob;other,3,13,11,housekeeping,None: housekeeping (build_aux file removal)
87c4fb2905ed44a61b3b2cd3a947f2769275546d,87,2024-04-27T14:43:16+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;docs;tests,4,372,197,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
82100d64de35c89ad5980d1b2c8d1ffdd3563570,,2024-04-27T12:34:56Z,lefessan,0,NOT_APPLICABLE_WITH_PROOF,cobc;docs;tests,4,372,197,Optimization of memory usage in replace.c,None: memory optimization in the C replace.c; candidate REPLACE layer is independent Rust
2e620aa926b6f73953ff438812ed1cf3e9f62d55,88,2024-04-22T14:09:01+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;config;docs;libcob;tests,21,1894,138,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
7b6995042c4d224d7aed2827387278334b531d17,,2024-04-09T15:35:12Z,ddeclerck,0,RUNTIME_PORTED,cobc;config;docs;libcob;tests,21,1894,138,Add a profiling feature cobc: * parser.y: generate calls to 'cob_prof_function_call' in the parsetree when profiling is unabled  when entering/leaving profiled blocks * flag.def: add `-fprof` to enable profiling * tree.h: add a flags field to cb_goto  add profiling fields to cb_program  add cb_prof_call enum and export cb_build_prof_call and cb_prof_procedure_fivision functions * tree.c (cb_build_program): initialize the new profiling fields of the cb_program structure * tree.c (cb_build_goto): add a 'flags' argument (stored in the cb_program structure) * typeck.c (cb_emit_goto): add a 'flags' argument (passed to cb_build_goto) * codegen.c: handle profiling code generation under the cb_flag_prof guard libcob: * Makefile.am: add `profiling.c` to sources * profiling.c: implement profiling functions (time spent in each procedure of the program) * common.c: add 4 environments variables COB_PROF_FILE  COB_PROF_MAX_DEPTH COB_PROF_ENABLE and COB_PROF_FORMAT * common.c (cob_expand_env_string): add $b (executable basename)  $f (executable filename)  $d (date in yyyymmdd) and $t (time in hhmmss) * common.c (cob_set_main_argv0): extracted from cob_init * fileio.c (cob_path_to_absolute): extracted from insert and cob_set_main_argv0 config: * runtime.cfg: add COB_PROF_FILE,Implement the profiling feature for the interpreted candidate: -fprof flag; per-procedure time accounting in the interpreter; COB_PROF_FILE/COB_PROF_MAX_DEPTH/COB_PROF_ENABLE/COB_PROF_FORMAT env support; $b/$f/$d/$t expansion in env strings
89c45a3bc80c2ca6302382bd40fdc585436d65f9,89,2024-03-13T15:17:39+01:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,cobc;tests,3,48,4,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
14f0d0908d985b7747ddcac00d8fbfc06092f1c4,,2024-03-13T14:09:59Z,ddeclerck,0,FRONTEND_REIMPLEMENTED,cobc;tests,3,48,4,Fix SEGFAULT in checking prototype arguments * cobc/parser.y: fix SEGFAULT when checking the BY VALUE arguments of a prototype with ANY LENGTH,Fix SEGFAULT when checking BY VALUE arguments of a prototype with ANY LENGTH (checker robustness)
a2a51fd5ea7f5f04f9c73b6203baa5edb6fbfd28,90,2024-03-13T15:02:18+01:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,cobc;tests,4,59,1,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
61479ba0c7816ce62d9d559cce977f601d3dccc7,,2024-03-13T13:45:17Z,ddeclerck,0,FRONTEND_REIMPLEMENTED,cobc;tests,4,59,1,Fix [bugs:#947]: VALUE ALL '-' not working in SCREEN SECTION * cobc/parser.y (screen_value_clause): replaced basic literals by literals,Fix VALUE ALL '-' in SCREEN SECTION (literal handling)
57133577c7e5524f14cf3cb868df3c1fdbc21ad7,91,2024-02-20T15:57:49+01:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,cobc;docs;libcob;tests,16,673,70,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
db7db96f8c08065e7b4d3c583799ce00ee24ce7b,92,2024-02-19T10:12:23+01:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,libcob;tests,3,199,194,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
300b542f3caab9dac639e3eb62f60fdedb6c10a2,,2024-02-16T22:42:27Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,libcob;tests,3,199,194,fileio refactoring,Verify in Phase 2: fileio refactoring (native C internals); no candidate-visible behavior expected
4eece0f7ddccfe4ec685623bc6ea69b6b0eddc56,93,2024-02-03T10:31:50+01:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;docs;tests,12,276,23,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
e36a124b2b7247b0b9bcded694ac3e007e461a01,,2024-01-31T18:06:56Z,lefessan,0,WRAPPER_INTEGRATED,cobc;docs;tests,12,276,23,Add options --copy COPYBOOK and --include HEADER to cobc,Implement --copy COPYBOOK and --include HEADER options (adopt source-location mapping)
2ff35a3e37259b1105a36950f6687624d91d763c,94,2024-01-31T09:43:53+01:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;docs;libcob,6,402,67,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
47ffbd8363bf82482ef7ae3e6a8e9f53b24c1407,,2024-01-28T17:26:50Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,cobc;docs;libcob,6,402,67,improved performance for comparisons between numeric DISPLAY  numeric DISPLAY to literal  as well as BCD + ZERO and to other (and BCD zero) co-authored by @chaat,None: performance optimization in the C numeric comparison layer; candidate numeric layer is independent Rust
824f2a6445e0509068bb4639733de956632be151,95,2024-01-26T13:41:21+01:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,build;build_windows;cobc;docs;libcob;tests,15,241,63,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
f9596f55fe49c96f278d228db05306bf1042b43f,,2024-01-25T14:14:37Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,libcob,1,28,26,fixing compilation of [r5215] - [feature-requests:#459] COLLATING SEQUENCE for [!WITH_DB],None: compilation fix for !WITH_DB builds
93d5877e42b1dea360c5d2fce98765fbe55b7f01,,2024-01-25T13:55:53Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,docs;tests,2,7,7,follow-up to r5208 'header include',accounted (mechanical default)
106e7ce6c98c88bad50e7882a753db165065895f,,2024-02-20T08:22:08Z,ddeclerck,0,NOT_APPLICABLE_WITH_PROOF,cobc;docs;libcob;tests,14,663,62,FR #459: support COLLATING SEQUENCE clause on SELECT / INDEXED files (currently only for the BDB backend) cobc: * codegen.c (output_file_initialization): output the indexed file/keys collating sequence (were already present in the AST) * tree.c (validate_indexed_key_field): process postponed key collating sequences * parser.y (collating_sequence_clause  collating_sequence_clause_key): replace CB_PENDING by CB_UNFINISHED on file and key collating sequence * flag.def  tree.c  tree.h  cobc.c  parser.y: add and handle a new -fdefault-file-colseq flag to specify the default collating sequence to use for files without a collating sequence clause libcob: * fileio.c (bdb_setkeycol  bdb_bt_compare  indexed_open  ...): take the file collating sequence into account when comparing keys * common.c  coblocal.h: rename common_cmps to cob_cmps and make it available locally,None: COLLATING SEQUENCE clause on SELECT/INDEXED files (BDB only) plus -fdefault-file-colseq flag affecting only indexed files
f059c849512a098aeaa12c780596ae16e05ef38b,96,2024-01-22T13:52:48+01:00,David Declerck,1,UPSTREAM_MERGE_ACCOUNTED,build;cobc;config;docs;libcob;tests,41,1552,605,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
5d0eecfbdd6d5301312cedaaa4c988a612963de7,,2024-01-22T11:01:13Z,ddeclerck,0,NOT_APPLICABLE_WITH_PROOF,libcob,2,34,3,Fix random segfaults in cob_call_with_exception_check on Windows * common.c (cob_terminate_routines  cob_call_with_exception_check): add a mechanism to postpone unloading of modules when using longjmp  as this is not safe on Windows (its implementation of longjmp performs stack-unwinding),None: Windows longjmp module-unload postponement
2f9892458c548344e115404979a3961bb86ae3c7,,2024-01-22T10:48:02Z,ddeclerck,0,NOT_APPLICABLE_WITH_PROOF,build;cobc;docs;libcob,5,64,17,Fix bug #920: Codegen: output of integer literals in generated C broken with MinGW * configure.ac: add checks to allow using stdint.h and inttypes.h * libcob/common.h: use stdint.h and inttypes.h when available to define cob_s64_t  cob_u64_t and the various CB_FMT_ macros,None: MinGW integer-literal codegen + stdint usage
98a5c787c1e5e8ddcc868eaf64c74d35ec020ca6,97,2024-01-11T23:31:36+01:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,build;docs;libcob;other;tests,21,21912,19440,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
12e31f960ebef69a1e8007b94734a53fcbad6168,,2023-12-14T17:18:16Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,build;build_windows;cobc;libcob,6,36,29,minor doc adjustments and build_windows/config.h adjustment for 3.3-dev,None: 3.3-dev build_windows/config.h adjustments
6e358998b272e6bc82094483102ea634b4ec133f,,2024-01-22T15:55:55Z,ddeclerck,0,TEST_IMPORTED,tests,1,29,28,Fix falses positives due to path differences in testsuite (run_misc.at) on Windows,Adopted by the current-upstream suite lane (Windows path-difference fix in run_misc.at)
44848f58b437cce2eac30106e79a7b943e899b7f,,2024-01-22T15:00:03Z,ddeclerck,0,WRAPPER_INTEGRATED,cobc;libcob;tests,6,83,6,Minor fixes * cobc/cobc.c (cobc_clean_up): when save-temps specifies a directory  do not move object files and preprocess files when they were specified as an explicit target on the command line (-E  -c) * libcob/common.c (cob_get_strerror)  libcob/coblocal.h: export as utility function * libcob/common.c (cob_expand_env_string): fix potention buffer overflow,save-temps directory behavior: do not move object/preprocessed files when an explicit target (-E  -c) was given; adopt env-string expansion overflow fix
140a030d52eefb0b197a2d994b52b3aefd020c35,,2024-01-22T14:35:37Z,ddeclerck,0,WRAPPER_INTEGRATED,cobc;docs;tests,7,93,0,New flag -fdiagnostics-absolute-path to display full paths within error locations * error.c (print_error_prefix)  flag.def: new flag -fdiagnostics-absolute-paths to print the full path of a file for diagnostics; this flag can be activated if your editor and build system do not correctly work together to locate files from diagnostic output,Implement -fdiagnostics-absolute-path flag (full paths within diagnostics)
777852c35adf44d44bb615cb5b479115307365ce,,2023-10-17T10:38:39Z,sf-mensch,0,TEST_IMPORTED,cobc;tests,2,35,5,testcase for [r5195] / [bugs:#923],Adopted by the current-upstream suite lane; the behavior it tests is ported with 303917744 (module constants)
303917744a6c7ce1bfad31a54f2e787fb1c54821,,2024-01-22T10:22:27Z,ddeclerck,0,FRONTEND_REIMPLEMENTED,cobc,4,79,35,Fix [bugs:#923] generated modules init/clear unused decimal constants,Generated modules init/clear unused decimal constants: candidate prepared-program must not emit unused constant state that alters module init/clear
f67da51cae38c4469e96af8d8c2339175ef61c79,,2024-01-22T09:41:20Z,ddeclerck,0,RUNTIME_PORTED,cobc;tests,3,88,21,Fix bug #917: segfault when accessing a decimal constant after calling a sub-program cobc: * codegen.c (codegen_internal  codegen_finalize): move declaration   of decimal constants from global storage to local storage to   fix bug #917 (segfault on decimal constant after CANCEL on   subprogram),Decimal constants must live per-module (local storage) and be re-initialized after CANCEL — candidate module state model
8e2ec25c26bcb09cb520431ee875bc2a13ddcc2d,,2024-01-20T23:59:15Z,sf-mensch,0,RUNTIME_PORTED,docs;libcob;tests,3,51,17,fix [bugs:#918] partial broken COB_LS_VALIDATE,Fix partial broken COB_LS_VALIDATE (line-sequential validation)
